"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success","count1","count2"
"c4.8xlarge","c5a.large","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","146042052","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:01","true","56","66"
"c5a.24xlarge","m5a.8xlarge","16746","25628078","1033173","859435","0","6268025","0","584369","0","0","0","584369","48061482","6","2023-09-20T15:42:17","2023-09-20T15:42:51","2023-09-20T15:43:26","2023-09-20T15:44:35","true","32","57"
"r4.large","h1.8xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","137186097","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:35","2023-09-19T14:01:08","true","5","13"
"c5d.9xlarge","h1.16xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","136674116","7","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:30","false","21","21"
"m5a.large","c5d.9xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137576503","10","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:23","true","10","21"
"c5a.large","x1e.8xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","129684909","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:37","2023-09-19T13:40:14","true","14","22"
"c5d.9xlarge","m4.16xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","134456033","7","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:29","false","21","21"
"m5.large","r4.8xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138469292","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"c5a.large","c6a.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134433370","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","14","22"
"m5a.8xlarge","c5a.large","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","142748576","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","true","40","49"
"m5zn.6xlarge","m5n.large","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","139040702","4","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:20","true","27","34"
"c5a.large","m4.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134854963","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","13","18"
"c4.8xlarge","c5.9xlarge","10377","22214713","1274307","1091075","0","4386589","0","505678","0","0","0","505678","93603017","10","2023-09-20T16:44:57","2023-09-20T16:45:29","2023-09-20T16:46:14","2023-09-20T16:48:04","true","36","91"
"r4.16xlarge","m5zn.6xlarge","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","155998665","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","false","85","85"
"r4.8xlarge","m5a.2xlarge","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","143893942","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","false","50","50"
"c5d.9xlarge","c6i.large","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","153416683","2","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:29","true","22","30"
"c6a.large","m4.16xlarge","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","144199244","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","13","21"
"m5a.8xlarge","m4.large","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","145677751","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","false","38","38"
"c5.large","c5d.9xlarge","261","18922974","15573858","15492268","0","3625072","0","484365","0","0","0","484365","101111771","4","2023-09-20T21:20:29","2023-09-20T21:20:55","2023-09-20T21:21:32","2023-09-20T21:23:22","true","4","14"
"c5a.24xlarge","c6i.large","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","172032298","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","true","79","90"
"h1.8xlarge","m4.16xlarge","8829","22121156","1484012","1341811","0","4321288","0","502326","0","0","0","502326","72065590","8","2023-09-20T19:55:56","2023-09-20T19:56:28","2023-09-20T19:57:20","2023-09-20T19:58:50","true","23","77"
"m5a.2xlarge","m5a.8xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","140710219","205","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","34","56"
"m4.large","c5d.9xlarge","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","138117745","11","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","7","17"
"x1e.xlarge","m5.large","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","134877475","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","false","11","11"
"m5zn.6xlarge","h1.2xlarge","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","126409371","7","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:19","false","26","26"
"i3.large","h1.8xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","135887687","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","9","18"
"c6i.16xlarge","h1.8xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","169321903","8","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:12","2023-09-20T21:37:30","false","32","32"
"m5.large","m5a.large","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","133517029","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:43","2023-09-19T15:04:17","false","12","12"
"i3.large","x1e.xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","133389791","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","9","17"
"c6i.large","c4.8xlarge","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","135014516","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
"m5.large","c5.large","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138481811","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","true","13","20"
"r4.large","m5a.8xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","137775398","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:35","2023-09-19T14:01:08","false","3","3"
"c5a.large","m5a.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","128452767","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","13","19"
"m5a.large","x1e.8xlarge","496","18802562","7841003","7697540","0","2987871","0","467217","0","0","0","467217","45473893","8","2023-09-20T13:52:34","2023-09-20T13:53:01","2023-09-20T13:53:46","2023-09-20T13:54:42","true","5","13"
"r4.8xlarge","c5.9xlarge","9183","21983652","1464712","1324642","0","4309588","0","502210","0","0","0","502210","66408091","11","2023-09-20T20:44:32","2023-09-20T20:45:00","2023-09-20T20:45:39","2023-09-20T20:47:04","true","30","84"
"r4.large","m5zn.6xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","132611873","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:35","2023-09-19T14:01:08","true","6","19"
"m5.large","m4.large","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138903324","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:43","2023-09-19T15:04:17","false","12","12"
"r4.large","r4.16xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","136882626","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:09","true","5","13"
"c5a.24xlarge","m5n.large","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","171752250","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","true","79","87"
"c6i.16xlarge","m5n.large","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","157553295","5","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:29","false","32","32"
"m4.16xlarge","x1e.8xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","155717600","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","true","55","92"
"h1.16xlarge","m4.16xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","161083023","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","true","63","98"
"h1.8xlarge","i3.large","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","144879887","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","true","59","65"
"m5a.large","m4.large","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","138013302","7","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:23","true","9","14"
"c5.large","m4.16xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","137694277","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:48","false","12","12"
"c5.large","h1.16xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","138033310","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"x1e.xlarge","m4.large","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","134624669","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","12","17"
"r4.large","c5d.9xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","135537977","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:09","true","5","16"
"m4.16xlarge","m5a.8xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","152640540","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:34","2023-09-19T14:38:32","false","47","47"
"m5a.2xlarge","c5.large","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","145544240","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","32","39"
"i3.large","c4.8xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","137694018","17","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","false","8","8"
"c5a.large","i3.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","131514728","9","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","13","18"
"x1e.8xlarge","m5.large","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","143950100","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"c6a.24xlarge","c5.9xlarge","14610","25315151","925038","747389","0","6279349","0","584372","0","0","0","584372","54492126","4","2023-09-20T15:53:14","2023-09-20T15:53:47","2023-09-20T15:54:23","2023-09-20T15:58:46","true","36","92"
"c6a.large","m4.large","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","144131853","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","12","17"
"c6a.24xlarge","m5zn.6xlarge","14610","25315151","925038","747389","0","6279349","0","584372","0","0","0","584372","48588887","12","2023-09-20T15:53:14","2023-09-20T15:53:47","2023-09-20T15:54:23","2023-09-20T15:58:46","true","38","96"
"c6a.24xlarge","m5a.8xlarge","14610","25315151","925038","747389","0","6279349","0","584372","0","0","0","584372","46586459","6","2023-09-20T15:53:14","2023-09-20T15:53:47","2023-09-20T15:54:23","2023-09-20T15:58:46","true","33","57"
"c5.9xlarge","m4.large","7368","446562033","1218210","1098835","0","4386015","0","505648","0","0","0","505648","148728100","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:06:23","2023-09-19T15:10:48","false","96","96"
"r4.8xlarge","c5d.9xlarge","9183","21983652","1464712","1324642","0","4309588","0","502210","0","0","0","502210","57926890","11","2023-09-20T20:44:32","2023-09-20T20:45:00","2023-09-20T20:45:38","2023-09-20T20:47:03","true","34","88"
"c6i.large","m5a.8xlarge","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","133995997","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
"m5n.large","h1.8xlarge","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","135953192","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"c5d.9xlarge","i3.large","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","146300043","7","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:29","false","21","21"
"r4.16xlarge","c5.9xlarge","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","162642064","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","false","85","85"
"c6a.large","c5.large","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","144256260","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","12","19"
"c4.8xlarge","m5a.2xlarge","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","147359531","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:01","true","58","74"
"c4.8xlarge","c5a.24xlarge","11179","22058584","1253275","1076298","0","4381985","0","505579","0","0","0","505579","26484722","3","2023-09-20T19:43:36","2023-09-20T19:44:05","2023-09-20T19:44:46","2023-09-20T19:45:42","true","29","91"
"h1.8xlarge","m5a.2xlarge","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","146460380","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","true","61","77"
"i3.large","m5a.8xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","136546996","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","false","8","8"
"m5n.large","c6i.16xlarge","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","135258230","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","true","12","26"
"c6a.large","m5a.2xlarge","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","139771937","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","12","19"
"c5.large","x1e.8xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","135531233","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"c5a.24xlarge","h1.2xlarge","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","174913907","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"m5a.2xlarge","r4.16xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","145293755","70","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:37","true","37","68"
"c6i.16xlarge","h1.16xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","162336000","7","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:12","2023-09-20T21:37:30","false","32","32"
"c5.large","c5.9xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","138180734","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:48","true","14","25"
"c6a.large","c5a.24xlarge","240","18242768","14561242","14500711","0","2988011","0","467219","0","0","0","467219","21322887","3","2023-09-20T14:44:58","2023-09-20T14:45:24","2023-09-20T14:46:07","2023-09-20T14:47:02","true","7","17"
"m5n.large","m4.large","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","136671832","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"c6a.large","i3.large","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","140444823","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","12","17"
"m5a.2xlarge","m4.16xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","145837589","190","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","36","68"
"c6a.24xlarge","c5d.9xlarge","14610","25315151","925038","747389","0","6279349","0","584372","0","0","0","584372","42967082","4","2023-09-20T15:53:14","2023-09-20T15:53:47","2023-09-20T15:54:23","2023-09-20T15:58:46","true","37","93"
"m4.16xlarge","r4.large","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","153745495","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","true","48","54"
"r4.16xlarge","c6i.16xlarge","25243","23119180","1763727","1481714","0","5505147","0","528846","0","0","0","528846","70845970","2","2023-09-20T20:57:12","2023-09-20T20:57:43","2023-09-20T20:58:24","2023-09-20T21:00:01","true","44","101"
"c5.large","c6a.24xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","136914106","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"m5n.large","r4.8xlarge","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","134780523","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"x1e.8xlarge","c5a.large","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","142261394","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"r4.8xlarge","c5a.large","8860","22326941","1490484","1350583","0","4776884","0","510767","0","0","0","510767","34542537","3","2023-09-20T23:58:33","2023-09-20T23:59:03","2023-09-20T23:59:48","2023-09-21T00:00:42","false","27","27"
"r4.large","c6i.large","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","135813902","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:35","2023-09-19T14:01:08","true","5","13"
"c6i.large","c6a.large","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","135009965","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
"r4.large","c6a.large","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","137954498","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:08","false","3","3"
"c4.8xlarge","m5zn.6xlarge","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","143033591","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:01","false","55","55"
"m5a.2xlarge","c6a.24xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","144343949","51","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:37","true","38","80"
"c5a.large","x1e.xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134589169","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","14","22"
"c5.large","m5n.large","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","135196720","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","true","13","20"
"r4.16xlarge","r4.8xlarge","25243","23119180","1763727","1481714","0","5505147","0","528846","0","0","0","528846","71844388","7","2023-09-20T20:57:12","2023-09-20T20:57:43","2023-09-20T20:58:24","2023-09-20T21:00:00","true","35","73"
"c6i.16xlarge","m4.16xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","174284817","7","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:29","false","32","32"
"x1e.8xlarge","m5a.2xlarge","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","143147675","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"m4.16xlarge","h1.2xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","153304989","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","true","51","72"
"m5a.8xlarge","h1.2xlarge","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","143344903","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","false","38","38"
"m5zn.6xlarge","c5.large","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","123499398","4","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:20","true","27","35"
"c5a.large","m5n.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","128566524","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","13","20"
"i3.large","h1.2xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","136956056","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","9","18"
"i3.large","c6i.large","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","136101580","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","9","17"
"m5a.8xlarge","c6i.16xlarge","12949","21698708","1501464","1239549","0","4324419","0","502420","0","0","0","502420","42117308","10","2023-09-20T17:39:17","2023-09-20T17:39:48","2023-09-20T17:40:39","2023-09-20T17:41:34","true","26","101"
"x1e.xlarge","h1.2xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","134377077","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","14","31"
"c6a.large","c6i.large","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","143409813","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","13","21"
"c6a.24xlarge","x1e.8xlarge","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","171678626","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"m5zn.6xlarge","c5d.9xlarge","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","139265082","11","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:20","true","35","86"
"m5a.2xlarge","h1.2xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","139927898","82","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","34","54"
"m5a.8xlarge","m4.16xlarge","12626","21226292","2057537","1249277","0","4778705","0","510781","0","0","0","510781","58745169","7","2023-09-20T14:21:53","2023-09-20T14:22:23","2023-09-20T14:23:05","2023-09-20T14:24:27","true","20","73"
"m5n.large","m5.large","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","136482010","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","true","11","17"
"r4.16xlarge","m5.large","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","162698965","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","false","85","85"
"c5a.24xlarge","x1e.8xlarge","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","173900429","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"r4.16xlarge","m4.large","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","162788364","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","true","87","93"
"h1.2xlarge","m5a.large","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","140215591","6","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","34","40"
"c5a.large","h1.2xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134168290","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:37","2023-09-19T13:40:14","true","14","22"
"c5.large","m4.large","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","137894388","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:48","false","12","12"
"m4.16xlarge","r4.8xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","156197022","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","true","55","95"
"c4.8xlarge","m5a.8xlarge","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","145660066","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:00","true","60","86"
