"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success","count1","count2"
"m5.large","c5d.9xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","137747743","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","true","14","25"
"m5.large","m5a.2xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","136693542","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:43","2023-09-19T15:04:17","false","12","12"
"c5a.24xlarge","m4.large","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","175044369","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"c5.large","h1.8xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","132759758","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"r4.8xlarge","c5.large","8593","20438269","1440624","1302130","0","4226185","0","493551","0","0","0","493551","39365134","4","2023-09-20T22:54:15","2023-09-20T22:54:44","2023-09-20T22:55:25","2023-09-20T22:56:17","false","22","22"
"m5a.large","h1.2xlarge","496","18802562","7841003","7697540","0","2987871","0","467217","0","0","0","467217","45501059","8","2023-09-20T13:52:34","2023-09-20T13:53:01","2023-09-20T13:53:46","2023-09-20T13:54:42","true","5","13"
"m5zn.6xlarge","m5a.large","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","136987192","5","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:19","false","26","26"
"c4.8xlarge","h1.2xlarge","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","147592288","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:01","true","59","81"
"h1.16xlarge","m5a.8xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","158745499","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","true","62","88"
"m5zn.6xlarge","r4.large","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","125430201","10","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:20","false","26","26"
"c6a.24xlarge","c6i.16xlarge","15323","25350720","804355","628842","0","6263418","0","584327","0","0","0","584327","45940748","3","2023-09-20T19:32:08","2023-09-20T19:32:42","2023-09-20T19:33:32","2023-09-20T19:34:40","true","36","101"
"h1.2xlarge","r4.large","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","140731285","8","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","34","39"
"i3.large","m4.large","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","136440101","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","9","13"
"m5n.large","c5d.9xlarge","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","135087817","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","true","11","23"
"c6i.16xlarge","h1.2xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","173670890","8","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:29","false","32","32"
"m5a.large","c5a.24xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137790482","3","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:23","true","10","21"
"h1.8xlarge","c5a.large","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","145619840","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","true","59","69"
"r4.16xlarge","x1e.8xlarge","25243","23119180","1763727","1481714","0","5505147","0","528846","0","0","0","528846","70347393","7","2023-09-20T20:57:12","2023-09-20T20:57:43","2023-09-20T20:58:24","2023-09-20T21:00:00","true","35","71"
"c6a.large","c6i.16xlarge","240","18242768","14561242","14500711","0","2988011","0","467219","0","0","0","467219","38698782","11","2023-09-20T14:44:58","2023-09-20T14:45:24","2023-09-20T14:46:07","2023-09-20T14:47:02","true","7","20"
"m5.large","c5.9xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138783075","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:43","2023-09-19T15:04:17","true","14","25"
"r4.large","x1e.8xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","138008411","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:08","true","5","13"
"c5a.large","m5.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134705491","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:15","true","13","20"
"c6i.large","r4.8xlarge","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","133783586","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
"c6i.16xlarge","c4.8xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","172295452","6","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:12","2023-09-20T21:37:29","false","32","32"
"m4.16xlarge","h1.16xlarge","21896","24224777","1759657","1431534","0","5525804","0","524715","0","0","0","524715","22261701","8","2023-09-20T20:32:34","2023-09-20T20:33:05","2023-09-20T20:33:40","2023-09-20T20:34:49","true","30","67"
"x1e.xlarge","r4.16xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","134975675","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","14","30"
"m5n.large","r4.16xlarge","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","137487212","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"m5zn.6xlarge","r4.16xlarge","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","136493428","8","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:20","false","26","26"
"x1e.8xlarge","c5d.9xlarge","9389","20839327","1517884","1375321","0","4104416","0","472222","0","0","0","472222","56006295","3","2023-09-20T20:20:28","2023-09-20T20:20:56","2023-09-20T20:21:32","2023-09-20T20:22:44","true","31","85"
"x1e.8xlarge","c5a.24xlarge","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","143435789","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"c5.large","i3.large","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","137876838","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"h1.16xlarge","x1e.xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","151957582","0","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","true","59","70"
"r4.16xlarge","c6i.large","25243","23119180","1763727","1481714","0","5505147","0","528846","0","0","0","528846","70362952","3","2023-09-20T20:57:12","2023-09-20T20:57:43","2023-09-20T20:58:25","2023-09-20T21:00:01","false","27","27"
"m4.16xlarge","x1e.xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","156271269","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","true","49","60"
"c5.large","r4.large","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","138128706","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"m5n.large","m5a.large","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","137357779","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"c5.large","m5a.2xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","137118000","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"c6i.large","h1.2xlarge","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","136335545","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
"c5a.24xlarge","r4.16xlarge","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","174355530","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"h1.2xlarge","c5a.large","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","140793827","3","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","34","43"
"m5a.2xlarge","c6i.16xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","144979789","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:37","true","41","95"
"m5a.2xlarge","c4.8xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","144397899","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","37","74"
"x1e.8xlarge","x1e.xlarge","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","141332652","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","true","75","87"
"c6i.16xlarge","c5.9xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","169621098","4","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:29","false","32","32"
"c6i.16xlarge","m4.large","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","157710298","7","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:29","false","32","32"
"c5d.9xlarge","m5a.8xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","147315263","6","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:29","false","21","21"
"m5a.2xlarge","m5.large","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","145589579","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:37","true","31","38"
"m5a.large","c4.8xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","138005551","17","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:22","true","10","20"
"m5a.2xlarge","m4.large","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","145196531","71","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","false","30","30"
"m5a.large","r4.16xlarge","496","18802562","7841003","7697540","0","2987871","0","467217","0","0","0","467217","45493933","8","2023-09-20T13:52:34","2023-09-20T13:53:01","2023-09-20T13:53:46","2023-09-20T13:54:42","true","5","13"
"c6a.large","c5a.large","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","143215880","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","13","21"
"c6a.24xlarge","r4.large","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","167188420","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"c6a.large","m5a.8xlarge","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","140033407","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","12","18"
"m4.16xlarge","m5a.large","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","151746137","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","false","47","47"
"r4.large","c4.8xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","133909871","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:08","false","3","3"
"c5a.24xlarge","m5a.large","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","171127686","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","true","79","87"
"c5a.large","r4.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134180572","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","13","18"
"c5a.large","c6i.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","133675984","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","14","22"
"h1.2xlarge","x1e.xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","141403480","8","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","35","45"
"r4.8xlarge","m5a.large","9183","21983652","1464712","1324642","0","4309588","0","502210","0","0","0","502210","63454812","5","2023-09-20T20:44:32","2023-09-20T20:45:00","2023-09-20T20:45:38","2023-09-20T20:47:03","false","24","24"
"x1e.xlarge","c5a.24xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","134510245","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","false","11","11"
"m5a.2xlarge","r4.large","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","144703406","32","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","false","30","30"
"c5a.24xlarge","m5a.2xlarge","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","171226902","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","true","81","98"
"x1e.8xlarge","r4.8xlarge","9389","20839327","1517884","1375321","0","4104416","0","472222","0","0","0","472222","57335767","7","2023-09-20T20:20:28","2023-09-20T20:20:56","2023-09-20T20:21:32","2023-09-20T20:22:43","true","28","65"
"h1.16xlarge","i3.large","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","157715199","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","true","58","64"
"h1.16xlarge","c5a.24xlarge","22726","24984833","1750476","1465901","0","5696979","0","545831","0","0","0","545831","47223644","4","2023-09-20T20:08:32","2023-09-20T20:09:05","2023-09-20T20:09:44","2023-09-20T20:11:12","true","29","77"
"m4.16xlarge","c5d.9xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","156176845","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","false","47","47"
"x1e.8xlarge","h1.16xlarge","9389","20839327","1517884","1375321","0","4104416","0","472222","0","0","0","472222","37561222","8","2023-09-20T20:20:28","2023-09-20T20:20:56","2023-09-20T20:21:32","2023-09-20T20:22:44","true","31","90"
"m5a.large","i3.large","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","134677672","8","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:22","true","9","14"
"m5zn.6xlarge","c6a.24xlarge","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","142303744","3","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:19","false","26","26"
"c5a.large","c5d.9xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134570354","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:15","true","14","25"
"c4.8xlarge","x1e.8xlarge","10377","22214713","1274307","1091075","0","4386589","0","505678","0","0","0","505678","78830048","8","2023-09-20T16:44:57","2023-09-20T16:45:29","2023-09-20T16:46:14","2023-09-20T16:48:04","true","35","70"
"c6i.large","h1.16xlarge","213","18185043","14497285","14433441","0","2988006","0","467222","0","0","0","467222","33722610","7","2023-09-20T21:09:35","2023-09-20T21:10:01","2023-09-20T21:10:38","2023-09-20T21:11:33","false","5","5"
"r4.16xlarge","h1.2xlarge","25243","23119180","1763727","1481714","0","5505147","0","528846","0","0","0","528846","70847968","8","2023-09-20T20:57:12","2023-09-20T20:57:43","2023-09-20T20:58:25","2023-09-20T21:00:01","true","31","51"
"c5.large","h1.2xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","138260902","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"h1.16xlarge","r4.16xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","161072258","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","true","63","98"
"m4.large","m5n.large","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","134669335","4","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","12"
"m4.16xlarge","c5a.24xlarge","21896","24224777","1759657","1431534","0","5525804","0","524715","0","0","0","524715","28261673","3","2023-09-20T20:32:34","2023-09-20T20:33:05","2023-09-20T20:33:40","2023-09-20T20:34:49","false","26","26"
"m4.16xlarge","c5.large","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","156014442","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:34","2023-09-19T14:38:32","false","47","47"
"r4.8xlarge","c6a.24xlarge","9183","21983652","1464712","1324642","0","4309588","0","502210","0","0","0","502210","66258025","3","2023-09-20T20:44:32","2023-09-20T20:45:00","2023-09-20T20:45:39","2023-09-20T20:47:03","false","24","24"
"i3.large","c6a.large","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","137683516","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","false","8","8"
"x1e.xlarge","c6a.24xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","134301418","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","false","11","11"
"h1.16xlarge","m5n.large","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","161129171","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","false","57","57"
"c5.9xlarge","c5d.9xlarge","5246","21777991","1127224","1018865","0","4384311","0","496978","0","0","0","496978","65621398","10","2023-09-20T22:19:15","2023-09-20T22:19:47","2023-09-20T22:20:33","2023-09-20T22:21:57","true","37","93"
"x1e.8xlarge","r4.16xlarge","9389","20839327","1517884","1375321","0","4104416","0","472222","0","0","0","472222","57098111","7","2023-09-20T20:20:28","2023-09-20T20:20:56","2023-09-20T20:21:32","2023-09-20T20:22:44","true","28","86"
"m5.large","h1.8xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138405876","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"r4.8xlarge","r4.large","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","144762783","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","true","51","57"
"r4.8xlarge","m5a.8xlarge","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","143582873","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","false","50","50"
"m4.16xlarge","m4.large","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","156553663","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","true","48","54"
"m5a.2xlarge","x1e.8xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","142118980","14","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","37","69"
"c5.9xlarge","c6i.16xlarge","5246","21777991","1127224","1018865","0","4384311","0","496978","0","0","0","496978","53123310","11","2023-09-20T22:19:15","2023-09-20T22:19:47","2023-09-20T22:20:32","2023-09-20T22:21:57","true","51","101"
"x1e.xlarge","c5.9xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","135388867","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","15","36"
"r4.large","m4.large","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","135131013","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:08","true","4","9"
"c5.large","m5zn.6xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","131670973","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","true","15","29"
"r4.8xlarge","h1.2xlarge","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","144634622","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","true","54","75"
"c5d.9xlarge","c6a.24xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","146953386","2","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:29","false","21","21"
"r4.large","m4.16xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","138241862","16","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:09","true","5","13"
"m4.16xlarge","c5a.large","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","155609274","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:34","2023-09-19T14:38:32","false","47","47"
"c5.large","m5a.8xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","137446330","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"i3.large","c5a.large","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","137026863","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","false","8","8"
"m4.16xlarge","c6i.16xlarge","21896","24224777","1759657","1431534","0","5525804","0","524715","0","0","0","524715","37150226","10","2023-09-20T20:32:34","2023-09-20T20:33:05","2023-09-20T20:33:40","2023-09-20T20:34:49","true","32","101"
"c5.9xlarge","c4.8xlarge","5246","21777991","1127224","1018865","0","4384311","0","496978","0","0","0","496978","55095357","23","2023-09-20T22:19:15","2023-09-20T22:19:47","2023-09-20T22:20:32","2023-09-20T22:21:57","false","30","30"
"m5.large","c6a.large","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138671791","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"m5.large","m5zn.6xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","133334336","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","true","15","29"
"m5zn.6xlarge","c5.9xlarge","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","129520000","10","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:19","true","40","95"
"c5d.9xlarge","h1.8xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","146995953","8","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:31","false","21","21"
"m5n.large","i3.large","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","137341856","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"m5a.large","r4.large","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137218778","8","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:23","true","9","14"
"c4.8xlarge","m4.large","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","148304844","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:01","true","56","62"
"m5zn.6xlarge","m4.16xlarge","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","139429756","7","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:20","false","26","26"
"c5d.9xlarge","c6a.large","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","122376968","3","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:39","2023-09-20T21:52:29","false","21","21"
"h1.2xlarge","c5a.24xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","141525086","4","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:07","2023-09-19T13:52:40","true","40","79"
"c5d.9xlarge","c5a.large","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","152961545","3","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:29","false","21","21"
"c5a.large","r4.8xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","132900624","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:37","2023-09-19T13:40:14","true","14","23"
"x1e.8xlarge","m5a.large","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","143237950","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"c5.9xlarge","h1.16xlarge","5246","21777991","1127224","1018865","0","4384311","0","496978","0","0","0","496978","59196528","7","2023-09-20T22:19:15","2023-09-20T22:19:47","2023-09-20T22:20:33","2023-09-20T22:21:57","false","30","30"
"c6i.16xlarge","m5a.large","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","162999904","6","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:30","false","32","32"
"c5d.9xlarge","m5a.2xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","148054793","5","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:31","false","21","21"
