"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success"
"m5a.8xlarge","c6i.16xlarge","221","812363","10990","658","0","2173","0","126","0","0","0","126","42418","11","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:30:56","2023-11-10T14:31:11","true"
"c6a.large","c5a.large","130","777900","18054","395","0","2173","0","127","0","0","0","127","37226","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:34:08","2023-11-10T14:34:24","true"
"r4.8xlarge","c6a.24xlarge","172","805287","17532","437","0","2173","0","126","0","0","0","126","22402","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:58:44","2023-11-10T14:58:59","false"
"c5a.24xlarge","c4.8xlarge","280","787018","12822","477","0","2173","0","125","0","0","0","125","29926","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:47:46","2023-11-10T14:48:01","false"
"c6a.24xlarge","x1e.xlarge","129","797370","10302","405","0","2173","0","127","0","0","0","127","27842","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:49:23","2023-11-10T14:49:39","false"
"m5a.2xlarge","r4.large","201","798130","19461","619","0","2173","0","126","0","0","0","126","31391","7","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:29:12","2023-11-10T14:29:30","false"
"h1.16xlarge","c5a.24xlarge","159","819692","16539","438","0","2173","0","127","0","0","0","127","24462","7","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:53:58","2023-11-10T14:54:14","true"
"m5n.large","x1e.8xlarge","111","181229","21504","355","0","2173","0","125","0","0","0","125","29873","6","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T15:05:12","2023-11-10T15:05:28","false"
"c5.large","m5a.8xlarge","102","774911","17807","317","0","2173","0","125","0","0","0","125","30194","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:03:35","2023-11-10T15:03:51","false"
"c6i.16xlarge","x1e.xlarge","204","806317","11161","207","0","2173","0","126","0","0","0","126","28808","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:08:28","2023-11-10T15:08:44","false"
"c5d.9xlarge","m5zn.6xlarge","149","797282","12214","351","0","2173","0","126","0","0","0","126","38293","11","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:10:05","2023-11-10T15:10:20","true"
"m4.16xlarge","x1e.xlarge","222","778185","9429","498","0","2173","0","126","0","0","0","126","27535","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:57:05","2023-11-10T14:57:21","true"
